school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3,StudentID,Cluster
"MS;""M"";19;""R"";""GT3"";""T"";1;1;""other"";""other"";""home"";""other"";3;1;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;4;3;3;5;4;""8"";""8"";8",354,1
"MS;""M"";17;""R"";""GT3"";""T"";4;3;""services"";""other"";""home"";""mother"";2;2;0;""no"";""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";4;5;5;1;3;2;4;""13"";""11"";11",355,1
"MS;""F"";18;""U"";""GT3"";""T"";3;3;""services"";""services"";""course"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""yes"";5;3;4;1;1;5;0;""10"";""9"";9",356,1
"MS;""F"";17;""R"";""GT3"";""T"";4;4;""teacher"";""services"";""other"";""father"";2;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;1;2;5;4;""12"";""13"";13",357,1
"MS;""F"";17;""U"";""LE3"";""A"";3;2;""services"";""other"";""reputation"";""mother"";2;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""yes"";1;2;3;1;2;5;2;""12"";""12"";11",358,1
"MS;""M"";18;""U"";""LE3"";""T"";1;1;""other"";""services"";""home"";""father"";2;1;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";3;3;2;1;2;3;4;""10"";""10"";10",359,1
"MS;""F"";18;""U"";""LE3"";""T"";1;1;""at_home"";""services"";""course"";""father"";2;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;2;1;1;4;0;""18"";""16"";16",360,1
"MS;""F"";18;""R"";""LE3"";""A"";1;4;""at_home"";""other"";""course"";""mother"";3;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;3;4;1;4;5;0;""13"";""13"";13",361,1
"MS;""M"";18;""R"";""LE3"";""T"";1;1;""at_home"";""other"";""other"";""mother"";2;2;1;""no"";""no"";""no"";""yes"";""no"";""no"";""no"";""no"";4;4;3;2;3;5;2;""13"";""12"";12",362,1
"MS;""F"";18;""U"";""GT3"";""T"";3;3;""services"";""services"";""other"";""mother"";2;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;3;2;1;3;3;0;""11"";""11"";10",363,1
"MS;""F"";17;""U"";""LE3"";""T"";4;4;""at_home"";""at_home"";""course"";""mother"";1;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";2;3;4;1;1;1;0;""16"";""15"";15",364,1
"MS;""F"";17;""R"";""GT3"";""T"";1;2;""other"";""services"";""course"";""father"";2;2;0;""no"";""no"";""no"";""no"";""no"";""yes"";""no"";""no"";3;2;2;1;2;3;0;""12"";""11"";12",365,1
"MS;""M"";18;""R"";""GT3"";""T"";1;3;""at_home"";""other"";""course"";""mother"";2;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";""no"";3;3;4;2;4;3;4;""10"";""10"";10",366,1
"MS;""M"";18;""U"";""LE3"";""T"";4;4;""teacher"";""services"";""other"";""mother"";2;3;0;""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;2;2;2;2;5;0;""13"";""13"";13",367,1
"MS;""F"";17;""R"";""GT3"";""T"";1;1;""other"";""services"";""reputation"";""mother"";3;1;1;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";5;2;1;1;2;1;0;""7"";""6"";0",368,1
"MS;""F"";18;""U"";""GT3"";""T"";2;3;""at_home"";""services"";""course"";""father"";2;1;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";5;2;3;1;2;4;0;""11"";""10"";10",369,1
"MS;""F"";18;""R"";""GT3"";""T"";4;4;""other"";""teacher"";""other"";""father"";3;2;0;""no"";""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";3;2;2;4;2;5;10;""14"";""12"";11",370,1
"MS;""F"";19;""U"";""LE3"";""T"";3;2;""services"";""services"";""home"";""other"";2;2;2;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";3;2;2;1;1;3;4;""7"";""7"";9",371,1
"MS;""M"";18;""R"";""LE3"";""T"";1;2;""at_home"";""services"";""other"";""father"";3;1;0;""no"";""yes"";""yes"";""yes"";""yes"";""no"";""yes"";""yes"";4;3;3;2;3;3;3;""14"";""12"";12",372,1
"MS;""F"";17;""U"";""GT3"";""T"";2;2;""other"";""at_home"";""home"";""mother"";1;3;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";3;4;3;1;1;3;8;""13"";""11"";11",373,1
"MS;""F"";17;""R"";""GT3"";""T"";1;2;""other"";""other"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";3;5;5;1;3;1;14;""6"";""5"";5",374,1
"MS;""F"";18;""R"";""LE3"";""T"";4;4;""other"";""other"";""reputation"";""mother"";2;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;4;4;1;1;1;0;""19"";""18"";19",375,1
"MS;""F"";18;""R"";""GT3"";""T"";1;1;""other"";""other"";""home"";""mother"";4;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;2;1;2;4;2;""8"";""8"";10",376,1
"MS;""F"";20;""U"";""GT3"";""T"";4;2;""health"";""other"";""course"";""other"";2;3;2;""no"";""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";5;4;3;1;1;3;4;""15"";""14"";15",377,1
"MS;""F"";18;""R"";""LE3"";""T"";4;4;""teacher"";""services"";""course"";""mother"";1;2;0;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;3;3;4;2;4;""8"";""9"";10",378,1
"MS;""F"";18;""U"";""GT3"";""T"";3;3;""other"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;1;3;1;2;1;0;""15"";""15"";15",379,1
"MS;""F"";17;""R"";""GT3"";""T"";3;1;""at_home"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";4;5;4;2;3;1;17;""10"";""10"";10",380,1
"MS;""M"";18;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""home"";""father"";1;2;0;""no"";""no"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";3;2;4;1;4;2;4;""15"";""14"";14",381,1
"MS;""M"";18;""R"";""GT3"";""T"";2;1;""other"";""other"";""other"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;4;3;1;3;5;5;""7"";""6"";7",382,1
"MS;""M"";17;""U"";""GT3"";""T"";2;3;""other"";""services"";""home"";""father"";2;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;3;1;1;3;2;""11"";""11"";10",383,1
"MS;""M"";19;""R"";""GT3"";""T"";1;1;""other"";""services"";""other"";""mother"";2;1;1;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;3;2;1;3;5;0;""6"";""5"";0",384,1
"MS;""M"";18;""R"";""GT3"";""T"";4;2;""other"";""other"";""home"";""father"";2;1;1;""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";""no"";5;4;3;4;3;3;14;""6"";""5"";5",385,1
"MS;""F"";18;""R"";""GT3"";""T"";2;2;""at_home"";""other"";""other"";""mother"";2;3;0;""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";""no"";5;3;3;1;3;4;2;""10"";""9"";10",386,1
"MS;""F"";18;""R"";""GT3"";""T"";4;4;""teacher"";""at_home"";""reputation"";""mother"";3;1;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;4;3;2;2;5;7;""6"";""5"";6",387,1
"MS;""F"";19;""R"";""GT3"";""T"";2;3;""services"";""other"";""course"";""mother"";1;3;1;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;4;2;1;2;5;0;""7"";""5"";0",388,1
"MS;""F"";18;""U"";""LE3"";""T"";3;1;""teacher"";""services"";""course"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;3;4;1;1;1;0;""7"";""9"";8",389,1
"MS;""F"";18;""U"";""GT3"";""T"";1;1;""other"";""other"";""course"";""mother"";2;2;1;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""no"";1;1;1;1;1;5;0;""6"";""5"";0",390,1
"MS;""M"";20;""U"";""LE3"";""A"";2;2;""services"";""services"";""course"";""other"";1;2;2;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";""no"";5;5;4;4;5;4;11;""9"";""9"";9",391,1
"MS;""M"";17;""U"";""LE3"";""T"";3;1;""services"";""services"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";2;4;5;3;4;2;3;""14"";""16"";16",392,1
"MS;""M"";21;""R"";""GT3"";""T"";1;1;""other"";""other"";""course"";""other"";1;1;3;""no"";""no"";""no"";""no"";""no"";""yes"";""no"";""no"";5;5;3;3;3;3;3;""10"";""8"";7",393,1
"MS;""M"";18;""R"";""LE3"";""T"";3;2;""services"";""other"";""course"";""mother"";3;1;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;4;1;3;4;5;0;""11"";""12"";10",394,1
"MS;""M"";19;""U"";""LE3"";""T"";1;1;""other"";""at_home"";""course"";""father"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;2;3;3;3;5;5;""8"";""9"";9",395,1
